"cc","iso","year","prop_19","prop_20_64","prop_65","adj_factor","qamys_piaac","wic_mys","highLS","illiterate_prop","qamys_dhs_full","qamys_dhs_part","qamys","year_1970","year_1975","year_1980","year_1985","year_1990","year_1995","year_2000","year_2005","year_2010","year_2015","fit3","lwr3","upr3","qamys_pred","plot"
"Cyprus",196,2000,0.305523163362663,0.592176401993003,0.102300434644334,1.03265065705607,12.2369102861144,11.85,68.9,3.196373,NA,NA,12.2369102861144,0,0,0,0,0,0,1,0,0,0,11.2358536395884,11.0472905182335,11.4276352922815,12.2369102861144,1
"Cyprus",196,2005,0.274832832638822,0.617986238976645,0.107180928384533,1.03108923647269,12.7855065322614,12.4,74.2,1.7639275,NA,NA,12.7855065322614,0,0,0,0,0,0,0,1,0,0,12.1752141176362,11.9614953056508,12.3927514932233,12.7855065322614,1
"Cyprus",196,2010,0.255515370705244,0.629023508137432,0.115461121157324,1.0309669916252,13.2891645220488,12.89,78.5,1.3215714,NA,NA,13.2891645220488,0,0,0,0,0,0,0,0,1,0,12.9357516725793,12.6959512785455,13.1800814025973,13.2891645220488,1
"Cyprus",196,2015,0.236109914721337,0.635541390300629,0.128348694978034,1.0262772292919,13.3518667530876,13.01,82.9,0.81683058,NA,NA,13.3518667530876,0,0,0,0,0,0,0,0,0,1,13.2532813950904,12.9946486005136,13.5170617642179,13.3518667530876,1
"Czech Republic",203,1970,0.298654845612962,0.58007744828289,0.121267706104148,1.01309226472342,10.6577306248904,10.52,57.5,1.6087557,NA,NA,10.6577306248904,1,0,0,0,0,0,0,0,0,0,11.6235006637758,11.1573115726928,12.1091686649195,10.6577306248904,1
"Czech Republic",203,1975,0.290912886167548,0.578147986163572,0.13093912766888,1.02136603240734,11.0716077912956,10.84,63.9,1.1971706,NA,NA,11.0716077912956,0,1,0,0,0,0,0,0,0,0,11.7838089619532,11.3105201668689,12.2769025299611,11.0716077912956,1
"Czech Republic",203,1980,0.299900407073999,0.564459829241643,0.135639763684358,1.0284745390464,11.4674911103674,11.15,70,0.79552633,NA,NA,11.4674911103674,0,0,1,0,0,0,0,0,0,0,11.9003786024055,11.4198208889307,12.4011586747269,11.4674911103674,1
"Czech Republic",203,1985,0.301100689869002,0.58198976823502,0.116909541895977,1.02728544154187,11.6596897615002,11.35,74,0.53177327,NA,NA,11.6596897615002,0,0,0,1,0,0,0,0,0,0,11.7633390556491,11.2879431636216,12.2587564211091,11.6596897615002,1
"Czech Republic",203,1990,0.297276362544902,0.576195040714168,0.12652859674093,1.02940691054589,11.9102379550159,11.57,78.3,0.37593016,NA,NA,11.9102379550159,0,0,0,0,1,0,0,0,0,0,11.9656717219841,11.4811369532316,12.4706551573701,11.9102379550159,1
"Czech Republic",203,1995,0.27283894493505,0.595481056612534,0.131679998452417,1.03128131380772,12.0763041846884,11.71,81.2,0.29987678,NA,NA,12.0763041846884,0,0,0,0,0,1,0,0,0,0,11.6321928341287,11.4031678945442,11.865817585225,12.0763041846884,1
"Czech Republic",203,2000,0.231927681502479,0.630721723798669,0.137350594698851,1.03474020678403,12.2823662545265,11.87,84,0.25392306,NA,NA,12.2823662545265,0,0,0,0,0,0,1,0,0,0,11.8958837143894,11.6501262411178,12.1468254006402,12.2823662545265,1
"Czech Republic",203,2005,0.211172780394379,0.648996462702027,0.139830756903594,1.03664887320581,12.5641843432544,12.12,86.6,0.2239619,NA,NA,12.5641843432544,0,0,0,0,0,0,0,1,0,0,12.271240535096,12.0076458143274,12.5406217503942,12.5641843432544,1
"Czech Republic",203,2010,0.200409153622913,0.645796660164613,0.153794186212474,1.03870539799554,12.8176246112649,12.34,88,0.2075292,NA,NA,12.8176246112649,0,0,0,0,0,0,0,0,1,0,12.5850150481285,12.310228069071,12.8659357790088,12.8176246112649,1
"Czech Republic",203,2015,0.194301129021609,0.625725092198715,0.179973778779676,1.04368984090454,13.5888417285771,13.02,90.7,0.2007187,NA,NA,13.5888417285771,0,0,0,0,0,0,0,0,0,1,13.52867264967,13.2258934167865,13.8383833813171,13.5888417285771,1
"Democratic People's Republic of Korea",408,1970,0.482197009125291,0.486083064432185,0.0317199264425245,NA,NA,7.33,59.1,25.92742,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,5.8383378970623,5.5702635885291,6.1193135402906,5.8383378970623,1
"Democratic People's Republic of Korea",408,1975,0.509711392529509,0.45782717961007,0.0324614278604214,NA,NA,8.09,66.8,21.351284,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,6.73547829392559,6.42923417396663,7.05630975951107,6.73547829392559,1
"Democratic People's Republic of Korea",408,1980,0.463439063197537,0.500984420965877,0.0355765158365861,NA,NA,8.95,76.2,16.024881,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,7.86617741588319,7.5078789279873,8.24157498164912,7.86617741588319,1
"Democratic People's Republic of Korea",408,1985,0.437850952471765,0.523271459750387,0.0388775877778484,NA,NA,9.55,82.9,14.082211,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,8.42611185373764,8.03685211874006,8.83422513226839,8.42611185373764,1
"Democratic People's Republic of Korea",408,1990,0.385820796231231,0.570785143718801,0.0433940600499677,NA,NA,10.1,88.7,11.737253,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,9.19464367161125,8.77161548825679,9.63807321024076,9.19464367161125,1
"Democratic People's Republic of Korea",408,1995,0.34246159925381,0.60635731647361,0.0511810842725798,NA,NA,10.45,92.8,9.3697538,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,9.41666528301894,9.15292786852026,9.68800217003676,9.41666528301894,1
"Democratic People's Republic of Korea",408,2000,0.342401891045985,0.598424128345991,0.0591739806080238,NA,NA,10.71,95.7,5.5890899,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,10.1274554695444,9.83085928900933,10.4329999313763,10.1274554695444,1
"Democratic People's Republic of Korea",408,2005,0.32805571287731,0.597638076059824,0.0743062110628658,NA,NA,10.9,97.9,0.0018081665,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,10.9744370196536,10.6297338759573,11.3303182660813,10.9744370196536,1
"Democratic People's Republic of Korea",408,2010,0.310471534779509,0.601918728994806,0.0876097362256849,NA,NA,10.99,99.5,3.1133738,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,10.7881453333191,10.4503066455155,11.1369057081936,10.7881453333191,1
"Democratic People's Republic of Korea",408,2015,0.288466947403449,0.614560018381261,0.0969730342152905,NA,NA,11.01,99.9,2.3278487,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,10.9034009246888,10.5579851536835,11.260117341899,10.9034009246888,1
"Democratic Republic of the Congo",180,1970,0.53887325773742,0.432705810623741,0.0284209316388388,NA,NA,2.4,2.7,71.674934,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.831550355646033,0.785099240762501,0.880749793240752,0.831550355646033,3
"Democratic Republic of the Congo",180,1975,0.543770712985159,0.427564043785995,0.028665243228846,NA,NA,2.8,3.49999999999999,66.826813,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.01913487147188,0.964949919382297,1.07636247787333,1.01913487147188,3
"Democratic Republic of the Congo",180,1980,0.547785441659648,0.42324356727143,0.0289709910689218,NA,NA,3.29,4.90000000000001,56.009636,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.33566222378439,1.2712675470961,1.40331874287183,1.33566222378439,3
"Democratic Republic of the Congo",180,1985,0.551121343336523,0.419598578494034,0.029280078169443,NA,NA,3.82,6.79999999999998,52.062386,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1.60907642591138,1.53204597419657,1.68997992751589,1.60907642591138,3
"Democratic Republic of the Congo",180,1990,0.553823797913031,0.416709037752638,0.029467164334331,NA,NA,4.4,9.30000000000001,42.994389,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.07516159563719,1.98183137198542,2.1728870119224,2.07516159563719,3
"Democratic Republic of the Congo",180,1995,0.557708330323301,0.412711484836664,0.0295801848400349,NA,NA,4.99,12,42.035908,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,2.34732258299259,2.28830708692163,2.40786009015918,2.34732258299259,3
"Democratic Republic of the Congo",180,2000,0.560481020129554,0.410077303773469,0.0294416760969769,NA,NA,5.53,14.6,32.827011,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,2.93507595022253,2.87118891555976,3.0003845399686,2.93507595022253,3
"Democratic Republic of the Congo",180,2005,0.563004626194737,0.40757975821586,0.0294156155894034,NA,NA,5.97,16.8,38.794449,4.36452548115,3.75474817671,3.49162038492,0,0,0,0,0,0,0,1,0,0,3.06151813685458,2.97674847346785,3.14870180864503,3.49162038492,3
"Democratic Republic of the Congo",180,2010,0.564789286515628,0.405625378442094,0.0295853350422779,NA,NA,6.35,19.3,24.982811,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3.80110302836705,3.72218283738338,3.8816965376204,3.80110302836705,3
"Democratic Republic of the Congo",180,2015,0.566317919697204,0.403504880795206,0.0301771995075896,NA,NA,6.74,21.7,22.957321,5.17420093726,4.58449971464,4.139360749808,0,0,0,0,0,0,0,0,0,1,4.19635095926599,4.1091324184036,4.28542076046647,4.139360749808,3
"Denmark",208,1970,0.30851603220638,0.568519682803659,0.122964284989961,0.956950562513068,10.0384114007621,10.49,39.9,1.6087557,NA,NA,10.0384114007621,1,0,0,0,0,0,0,0,0,0,11.2316095870929,10.7713389719313,11.7115480485392,10.0384114007621,1
"Denmark",208,1975,0.298952983010668,0.566910312129593,0.134136704859739,0.962874671784423,10.3701602151182,10.77,46.8,1.1971706,NA,NA,10.3701602151182,0,1,0,0,0,0,0,0,0,0,11.3445918511986,10.8915391658658,11.816490058047,10.3701602151182,1
"Denmark",208,1980,0.285521924945846,0.570126651445075,0.144351423609078,0.972151754696064,10.7131123367506,11.02,52.9,0.79552633,NA,NA,10.7131123367506,0,0,1,0,0,0,0,0,0,0,11.3813570230818,10.9330141969661,11.8480855648024,10.7131123367506,1
"Denmark",208,1985,0.260696128275323,0.588111067657411,0.151192804067266,0.981547152939765,11.0424054705724,11.25,58.1,0.53177327,NA,NA,11.0424054705724,0,0,0,1,0,0,0,0,0,0,11.3147910293842,10.8717203131206,11.7759188381737,11.0424054705724,1
"Denmark",208,1990,0.241674447556801,0.602065826330532,0.156259726112667,0.989028146895069,11.3441528448864,11.47,63.1,0.37593016,NA,NA,11.3441528448864,0,0,0,0,1,0,0,0,0,0,11.5259231772532,11.0765766488511,11.9934984697391,11.3441528448864,1
"Denmark",208,1995,0.235114270427272,0.612111136589467,0.152774592983261,0.996047805317905,11.6338383661131,11.68,67.5,0.29987678,NA,NA,11.6338383661131,0,0,0,0,0,1,0,0,0,0,11.3208783111625,11.1316045590468,11.513370337252,11.6338383661131,1
"Denmark",208,2000,0.237108767723688,0.614227649890427,0.148663582385885,1.00539693877716,11.9240076938971,11.86,71,0.25392306,NA,NA,11.9240076938971,0,0,0,0,0,0,1,0,0,0,11.6168194657777,11.4201068022897,11.8169205276972,11.9240076938971,1
"Denmark",208,2005,0.244384562854137,0.604141673280301,0.151473763865562,1.00879196933074,12.1357673910488,12.03,73.9,0.2239619,NA,NA,12.1357673910488,0,0,0,0,0,0,0,1,0,0,11.8902780942292,11.6843528467809,12.0998325719903,12.1357673910488,1
"Denmark",208,2010,0.243239834981715,0.590138536093246,0.166621628925039,1.01617957002105,12.3160963886551,12.12,75.3,0.2075292,NA,NA,12.3160963886551,0,0,0,0,0,0,0,0,1,0,12.0336426670965,11.822260219346,12.2488046407911,12.3160963886551,1
"Denmark",208,2015,0.231779348170024,0.577734416200823,0.190486235629153,1.03157340656577,12.9978249227287,12.6,78.5,0.2007187,NA,NA,12.9978249227287,0,0,0,0,0,0,0,0,0,1,12.708235455526,12.4760280471935,12.9447647746686,12.9978249227287,1
"Djibouti",262,1970,0.548245614035088,0.427944862155388,0.0238095238095238,NA,NA,NA,NA,67.936256,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,1975,0.564674397859054,0.410793933987511,0.0245316681534344,NA,NA,NA,NA,62.819588,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,1980,0.579827249930343,0.396767901922541,0.0234048481471162,NA,NA,NA,NA,57.100559,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,1985,0.56062030075188,0.414238721804511,0.025140977443609,NA,NA,NA,NA,50.835846,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,1990,0.555047425474255,0.419037940379404,0.0259146341463415,NA,NA,NA,NA,44.596981,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,1995,0.542671319796954,0.429251269035533,0.0280774111675127,NA,NA,NA,NA,38.863304,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,2000,0.515886287625418,0.454013377926421,0.0301003344481605,NA,NA,NA,NA,33.283516,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,3
"Djibouti",262,2005,0.497382867356058,0.469551895825354,0.033065236818588,NA,NA,NA,NA,27.848064,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,3
"Djibouti",262,2010,0.458465515215603,0.504993537774645,0.0365409470097521,NA,NA,NA,NA,23.229704,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3
"Djibouti",262,2015,0.42478162406988,0.534239189043459,0.0409791868866602,NA,NA,4.08,14.6,19.240797,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,2.28428938092605,2.2114704566465,2.35950607439908,2.28428938092605,3
"Dominican Republic",214,1970,0.585095043524605,0.388079587848641,0.0268253686267543,NA,NA,3.31,6.7,31.526941,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1.85468361072973,1.77091492304214,1.94241476603538,1.85468361072973,2
"Dominican Republic",214,1975,0.568748907745781,0.40284277364609,0.0284083186081283,NA,NA,3.82,8.8,28.110739,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2.21624667393766,2.11930726824226,2.31762019285365,2.21624667393766,2
"Dominican Republic",214,1980,0.5438176716644,0.425438520992202,0.0307438073433977,NA,NA,4.47,12.1,26.935432,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2.63959137056032,2.52888317313712,2.75514609672272,2.63959137056032,2
"Dominican Republic",214,1985,0.51894774152784,0.446886221085238,0.0341660373869223,NA,NA,5.2,16.2,22.133284,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3.22654238861128,3.09331821844774,3.36550430648209,3.22654238861128,2
"Dominican Republic",214,1990,0.495893423910017,0.464878333982961,0.0392282421070215,NA,NA,5.91,20.6,19.743275,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,3.84712029328271,3.68860303752282,4.01244980835,3.84712029328271,2
"Dominican Republic",214,1995,0.475495413309006,0.479347220110486,0.0451573665805078,NA,NA,6.55,24.5,17.611521,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,4.28489463591764,4.20391997790193,4.3674290037459,4.28489463591764,2
"Dominican Republic",214,2000,0.45491492169526,0.493757810036554,0.0513272682681864,NA,NA,7.14,28.2,13.003532,6.38650078458,6.00030239718,5.109200627664,0,0,0,0,0,0,1,0,0,0,5.02761729473749,4.93006384172124,5.12710108303964,5.109200627664,2
"Dominican Republic",214,2005,0.434002706359946,0.509185385656292,0.0568119079837618,NA,NA,7.72,32.4,11.755539,7.09302408316,6.6132004296,5.674419266528,0,0,0,0,0,0,0,1,0,0,5.65609269471882,5.55088572210534,5.7632936747107,5.674419266528,2
"Dominican Republic",214,2010,0.413255203071328,0.526005253586583,0.0607395433420893,NA,NA,8.29,36.7,9.5155611,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,6.37063762758752,6.25447137836734,6.48896146881532,6.37063762758752,2
"Dominican Republic",214,2015,0.392162077448401,0.5413124626008,0.0665254599507993,NA,NA,8.79,41.4,7.1151657,8.15597207874,7.45530220113,6.524777662992,0,0,0,0,0,0,0,0,0,1,7.07786595040467,6.95211237860099,7.20589422088411,6.524777662992,2
"Ecuador",218,1970,0.549312474269247,0.407871552079045,0.0428159736517085,0.683280818574123,2.86977943801132,4.2,8.3,24.18281,NA,NA,2.86977943801132,1,0,0,0,0,0,0,0,0,0,2.69588474222202,2.58351807430955,2.81313864827046,2.86977943801132,2
"Ecuador",218,1975,0.540895624919497,0.418058477523507,0.0410458975569963,0.692274657375419,3.31599560882826,4.79,11,20.466993,NA,NA,3.31599560882826,0,1,0,0,0,0,0,0,0,0,3.18630575876742,3.05412145376921,3.32421108395173,3.31599560882826,2
"Ecuador",218,1980,0.527042274710396,0.431736121558598,0.0412216037310065,0.706247451125299,3.87023603216664,5.48,14.9,16.447311,NA,NA,3.87023603216664,0,0,1,0,0,0,0,0,0,0,3.79611392662044,3.63855133518909,3.96049955500567,3.87023603216664,2
"Ecuador",218,1985,0.509838602697325,0.448894539022772,0.0412668582799027,0.707475014923618,4.4004945928249,6.22,19.5,14.181208,NA,NA,4.4004945928249,0,0,0,1,0,0,0,0,0,0,4.39292416912621,4.21261075315176,4.58095558467042,4.4004945928249,2
"Ecuador",218,1990,0.490086122528871,0.467508318653357,0.0424055588177726,0.715746073505848,4.96727775013058,6.94,24.3,11.701241,NA,NA,4.96727775013058,0,0,0,0,1,0,0,0,0,0,5.12560278226796,4.91344079614703,5.34692590621924,4.96727775013058,2
"Ecuador",218,1995,0.468694550063371,0.485966522442201,0.0453389274944277,0.720284943206974,5.45975986950886,7.58,28.8,9.7910213,NA,NA,5.45975986950886,0,0,0,0,0,1,0,0,0,0,5.59862686211439,5.4816055800467,5.71814631378892,5.45975986950886,2
"Ecuador",218,2000,0.448972966124511,0.501076920640451,0.0499501132350379,0.720971748638426,5.85429059894402,8.12,32.4,9.0159683,NA,NA,5.85429059894402,0,0,0,0,0,0,1,0,0,0,6.19023768626646,6.06543090166667,6.31761258741637,5.85429059894402,2
"Ecuador",218,2005,0.42814083522628,0.516432232512086,0.0554269322616343,0.723940618033185,6.21864990890506,8.59,36,7.7544656,NA,NA,6.21864990890506,0,0,0,0,0,0,0,1,0,0,6.76904312724552,6.63608524726851,6.90466489672806,6.21864990890506,2
"Ecuador",218,2010,0.404826311701529,0.534135040308541,0.0610386479899296,0.724272006925432,6.5474189426059,9.04,39.6,7.3954115,NA,NA,6.5474189426059,0,0,0,0,0,0,0,0,1,0,7.28933283227641,7.15142101010701,7.42990421968007,6.5474189426059,2
"Ecuador",218,2015,0.383057124455014,0.549915774871185,0.067027100673801,0.742226858236727,6.97693246742524,9.4,43.5,6.1214423,NA,NA,6.97693246742524,0,0,0,0,0,0,0,0,0,1,7.80501888549445,7.66303165389508,7.94963697846146,6.97693246742524,2
"Egypt",818,1970,0.517404284262861,0.439343273217808,0.043252442519331,NA,NA,2.49,8.2,67.000763,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.920294205580968,0.869946893348434,0.973555318493085,0.920294205580968,2
"Egypt",818,1975,0.516157655061984,0.439061392459931,0.044780952478085,NA,NA,2.97,12.1,61.803242,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.17001831587443,1.10908551008408,1.23429875066879,1.17001831587443,2
"Egypt",818,1980,0.512682796162699,0.441804875169687,0.045512328667614,NA,NA,3.46,16,59.151711,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.40727405901108,1.33537423167088,1.48304514958892,1.40727405901108,2
"Egypt",818,1985,0.509505718651556,0.444496736633616,0.0459975447148284,NA,NA,4.04,20.7,55.576012,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1.70954080581494,1.62263211455613,1.80110435417202,1.70954080581494,2
"Egypt",818,1990,0.507122632461606,0.446285936518383,0.0465914310200102,NA,NA,4.7,26.3,51.265083,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.1431702850896,2.03754629926237,2.25426969318629,2.1431702850896,2
"Egypt",818,1995,0.502328358967517,0.448914279542841,0.0487573614896415,NA,NA,5.37,32.6,44.412998,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,2.60773918881165,2.54068650980688,2.676561492579,2.60773918881165,2
"Egypt",818,2000,0.481400174638089,0.468416716021959,0.050183109339952,NA,NA,6.14,39.9,42.979256,3.11683510338,2.62012831544,2.493468082704,0,0,0,0,0,0,1,0,0,0,3.17038112092038,3.08183882662375,3.26146726592445,2.493468082704,2
"Egypt",818,2005,0.452168954141811,0.49806278554937,0.049768260308819,NA,NA,6.97,47.7,31.128231,4.05972858681,3.57693100319,3.247782869448,0,0,0,0,0,0,0,1,0,0,4.23058770043308,4.1453270794368,4.31760195228969,3.247782869448,2
"Egypt",818,2010,0.420273727660951,0.532002263626939,0.0477240087121104,NA,NA,7.76,54.4,26.341942,5.07700674096,4.51986999048,4.061605392768,0,0,0,0,0,0,0,0,1,0,5.13328508727388,5.03502869678172,5.23345890840128,4.061605392768,2
"Egypt",818,2015,0.418119313989346,0.531250933006905,0.0506297530037491,NA,NA,8.64,60.6,28.831749,6.39538305408,5.97601367136,5.116306443264,0,0,0,0,0,0,0,0,0,1,5.79836785544728,5.65380310112028,5.94662905406495,5.116306443264,2
"El Salvador",222,1970,0.561985498555307,0.405767867851496,0.0322466335931963,NA,NA,2.88,5.7,40.29509,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1.42689735725655,1.3598853062496,1.49721160952969,1.42689735725655,3
"El Salvador",222,1975,0.554526823387583,0.412585895117541,0.0328872814948764,NA,NA,3.35,7.40000000000001,36.30505,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.73046765956319,1.65273519774283,1.81185608250117,1.73046765956319,3
"El Salvador",222,1980,0.544480101294562,0.420525247232956,0.0349946514724824,NA,NA,3.87,9.90000000000001,32.773346,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2.07208411475022,1.98217933090485,2.166066667964,2.07208411475022,3
"El Salvador",222,1985,0.52961127584386,0.431739713229619,0.0386490109265202,NA,NA,4.51,12.4,29.527945,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.49338412824167,2.38836852493871,2.60301722537856,2.49338412824167,3
"El Salvador",222,1990,0.506907706945766,0.449552806850618,0.0435394862036156,NA,NA,5.11,15.4,25.856842,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.99124305060826,2.86579143479367,3.12218638076027,2.99124305060826,3
"El Salvador",222,1995,0.482106877306849,0.469821514540948,0.048071608152203,NA,NA,5.7,18.5,22.840864,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.38306322644525,3.31737402826288,3.45005317356974,3.38306322644525,3
"El Salvador",222,2000,0.464866063055229,0.480160963050113,0.0549729738946579,NA,NA,6.28,21.5,20.209572,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,3.94165179147657,3.86566109552809,4.0191363032894,3.94165179147657,3
"El Salvador",222,2005,0.448482434742205,0.48807686563449,0.0634406996233053,NA,NA,6.8,24.2,16.589428,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,4.53429306828737,4.44516116996819,4.62521218983518,4.53429306828737,3
"El Salvador",222,2010,0.42469908834312,0.50353632028031,0.0717645913765694,NA,NA,7.43,28.6,14.415237,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,5.21758262666269,5.11729729569795,5.31983328170879,5.21758262666269,3
"El Salvador",222,2015,0.389694934583584,0.530997560743815,0.0793075046726011,NA,NA,8.04,33.4,11.599268,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,5.97227340099518,5.86018702326066,6.08650362772697,5.97227340099518,3
"Equatorial Guinea",226,1970,0.497315436241611,0.457718120805369,0.0449664429530201,NA,NA,2.18,1.3,51.040096,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.898307933812409,0.850927374045132,0.94832669457349,0.898307933812409,3
"Equatorial Guinea",226,1975,0.546747091770788,0.398104265402844,0.0551486428263679,NA,NA,2.53,1.90000000000001,43.927887,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1.11765215496099,1.06139839410811,1.17688734637536,1.11765215496099,3
"Equatorial Guinea",226,1980,0.580400890868597,0.360801781737194,0.0587973273942093,NA,NA,3.24,2.70000000000002,37.308598,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1.56549308968345,1.49394019826535,1.64047303680045,1.56549308968345,3
"Equatorial Guinea",226,1985,0.526734926052332,0.428896473265074,0.0443686006825939,NA,NA,4.41,4.69999999999999,30.744303,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2.36351658797797,2.26249317351204,2.46905083606314,2.36351658797797,3
"Equatorial Guinea",226,1990,0.516159923389993,0.44314101029447,0.0406990663155375,NA,NA,4.96,5.8,24.736246,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2.86433001859817,2.73950955723335,2.99483768318306,2.86433001859817,3
"Equatorial Guinea",226,1995,0.515151515151515,0.446127946127946,0.0387205387205387,NA,NA,5.39,6.8,20.063549,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,3.17397846836642,3.09270677339437,3.25738586157551,3.17397846836642,3
"Equatorial Guinea",226,2000,0.532041998551774,0.432295438088342,0.0356625633598841,NA,NA,5.68,7.30000000000001,11.691704,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,3.68127211155279,3.57049693075589,3.79548410826596,3.68127211155279,3
"Equatorial Guinea",226,2005,0.486928967520465,0.478611037760761,0.0344599947187748,NA,NA,6.31,10.2,11.397207,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,4.23591158867945,4.11488387005928,4.36049899674334,4.23591158867945,3
"Equatorial Guinea",226,2010,0.469407064760303,0.498948696383516,0.0316442388561817,NA,NA,6.91,13.7,5.6294632,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,5.05386624505282,4.90000431253308,5.21255949868348,5.05386624505282,3
"Equatorial Guinea",226,2015,0.458443215652914,0.512632922160783,0.0289238621863037,NA,NA,7.44,17.2,6.1052108,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,5.55482123465979,5.3957936059801,5.71853580812096,5.55482123465979,3
"Eritrea",232,1970,0.536122302555329,0.4381036481042,0.0257740493404713,NA,NA,NA,NA,69.436913,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,1975,0.542822736030829,0.43150289017341,0.0256743737957611,NA,NA,NA,NA,65.325699,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,1980,0.54518779342723,0.428739101274313,0.0260731052984574,NA,NA,NA,NA,60.87624,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,1985,0.547528240892085,0.425810904071774,0.0266608550361411,NA,NA,NA,NA,56.288246,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,1990,0.551711954776129,0.420504914241665,0.0277831309822059,NA,NA,NA,NA,51.725399,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,1995,0.583249733018349,0.385683311219702,0.0310669557619495,NA,NA,NA,NA,47.062008,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,2000,0.572034897429851,0.394452959207734,0.0335121433624145,NA,NA,NA,NA,47.48605,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,3
"Eritrea",232,2005,0.537062232300328,0.428697404887881,0.0342403628117914,NA,NA,NA,NA,35.337029,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,3
