"iso","year","sex","unesco_il_prop","wb_il_prop","cc","continent"
548,1988,"Male",NA,NA,"Vanuatu","Oceania"
862,1988,"Male",10.5487068167592,NA,"Venezuela","Americas"
704,1988,"Male",5.72088702562708,NA,"Vietnam","Asia"
732,1988,"Male",NA,NA,"Western Sahara","Africa"
887,1988,"Male",48.174832404614,NA,"Yemen","Asia"
894,1988,"Male",22.8911579343652,NA,"Zambia","Africa"
716,1988,"Male",14.9214176173649,NA,"Zimbabwe","Africa"
4,1989,"Male",60.2885445951061,NA,"Afghanistan","Asia"
8,1989,"Male",13.9838551527806,NA,"Albania","Europe"
12,1989,"Male",33.6622210185074,NA,"Algeria","Africa"
24,1989,"Male",NA,NA,"Angola","Africa"
28,1989,"Male",NA,NA,"Antigua & Barbuda","Americas"
32,1989,"Male",4.20569082101041,NA,"Argentina","Americas"
51,1989,"Male",NA,0.596153259277301,"Armenia","Asia"
533,1989,"Male",NA,NA,"Aruba","Americas"
36,1989,"Male",NA,NA,"Australia","Oceania"
40,1989,"Male",NA,NA,"Austria","Europe"
31,1989,"Male",NA,NA,"Azerbaijan","Asia"
44,1989,"Male",6.02532767925501,NA,"Bahamas","Americas"
48,1989,"Male",13.5984103947382,NA,"Bahrain","Asia"
50,1989,"Male",54.3234719110329,NA,"Bangladesh","Asia"
52,1989,"Male",NA,NA,"Barbados","Americas"
112,1989,"Male",0.340935948511983,0.615821838378906,"Belarus","Europe"
56,1989,"Male",NA,NA,"Belgium","Europe"
84,1989,"Male",10.4439375564307,NA,"Belize","Americas"
204,1989,"Male",60.5111784994978,NA,"Benin","Africa"
64,1989,"Male",NA,NA,"Bhutan","Asia"
68,1989,"Male",13.5603666234649,NA,"Bolivia","Americas"
70,1989,"Male",NA,NA,"Bosnia & Herzegovina","Europe"
72,1989,"Male",34.7890827379204,NA,"Botswana","Africa"
76,1989,"Male",18.733681756672,NA,"Brazil","Americas"
96,1989,"Male",9.45954920383433,NA,"Brunei","Asia"
100,1989,"Male",1.79885159380682,NA,"Bulgaria","Europe"
854,1989,"Male",75.7438138701411,NA,"Burkina Faso","Africa"
108,1989,"Male",50.7073620892385,NA,"Burundi","Africa"
116,1989,"Male",21.8236222280713,NA,"Cambodia","Asia"
120,1989,"Male",29.2494423913937,NA,"Cameroon","Africa"
124,1989,"Male",NA,NA,"Canada","Americas"
132,1989,"Male",24.7554179873423,NA,"Cape Verde","Africa"
140,1989,"Male",53.7353931543224,NA,"Central African Republic","Africa"
148,1989,"Male",64.3626791769234,NA,"Chad","Africa"
152,1989,"Male",5.73797058800103,NA,"Chile","Americas"
156,1989,"Male",14.2452959410793,NA,"China","Asia"
170,1989,"Male",11.3805095673324,NA,"Colombia","Americas"
174,1989,"Male",39.0477558181836,NA,"Comoros","Africa"
178,1989,"Male",24.1370780692744,NA,"Congo - Brazzaville","Africa"
178,1989,"Male",39.8209964847521,NA,"Congo - Brazzaville","Africa"
188,1989,"Male",6.20498896948423,NA,"Costa Rica","Americas"
384,1989,"Male",57.5244470461938,NA,"Côte d’Ivoire","Africa"
191,1989,"Male",1.0518572462386,NA,"Croatia","Europe"
192,1989,"Male",4.94346482197386,NA,"Cuba","Americas"
531,1989,"Male",NA,NA,"Curaçao","Americas"
196,1989,"Male",2.47139643794347,NA,"Cyprus","Asia"
203,1989,"Male",NA,NA,"Czechia","Europe"
408,1989,"Male",NA,NA,"North Korea","Asia"
180,1989,"Male",NA,NA,"Congo - Kinshasa","Africa"
208,1989,"Male",NA,NA,"Denmark","Europe"
262,1989,"Male",34.3815079305112,NA,"Djibouti","Africa"
214,1989,"Male",20.6805739569255,NA,"Dominican Republic","Americas"
218,1989,"Male",10.5632643270374,NA,"Ecuador","Americas"
818,1989,"Male",40.3454194356343,NA,"Egypt","Africa"
222,1989,"Male",24.3554895135574,NA,"El Salvador","Americas"
226,1989,"Male",15.1061191881562,NA,"Equatorial Guinea","Africa"
232,1989,"Male",42.4440964118315,NA,"Eritrea","Africa"
233,1989,"Male",NA,0.1240234375,"Estonia","Europe"
231,1989,"Male",64.94064702535,NA,"Ethiopia","Africa"
242,1989,"Male",8.75380166547891,NA,"Fiji","Oceania"
246,1989,"Male",NA,NA,"Finland","Europe"
250,1989,"Male",NA,NA,"France","Europe"
254,1989,"Male",NA,NA,"French Guiana","Americas"
258,1989,"Male",NA,NA,"French Polynesia","Oceania"
266,1989,"Male",NA,NA,"Gabon","Africa"
270,1989,"Male",69.3225006250038,NA,"Gambia","Africa"
268,1989,"Male",NA,NA,"Georgia","Asia"
276,1989,"Male",NA,NA,"Germany","Europe"
288,1989,"Male",31.0605237769609,NA,"Ghana","Africa"
300,1989,"Male",2.41898093289123,NA,"Greece","Europe"
308,1989,"Male",NA,NA,"Grenada","Americas"
312,1989,"Male",NA,NA,"Guadeloupe","Americas"
316,1989,"Male",NA,NA,"Guam","Oceania"
320,1989,"Male",31.7515496040884,NA,"Guatemala","Americas"
324,1989,"Male",NA,NA,"Guinea","Africa"
624,1989,"Male",55.2039959705599,NA,"Guinea-Bissau","Africa"
328,1989,"Male",2.15151041509711,NA,"Guyana","Americas"
332,1989,"Male",58.1456194865327,NA,"Haiti","Americas"
340,1989,"Male",31.3051257896753,NA,"Honduras","Americas"
344,1989,"Male",4.78873765748302,NA,"Hong Kong SAR China","Asia"
348,1989,"Male",0.763332024268862,NA,"Hungary","Europe"
352,1989,"Male",NA,NA,"Iceland","Europe"
356,1989,"Male",38.8281539737099,NA,"India","Asia"
360,1989,"Male",13.8527427314872,NA,"Indonesia","Asia"
364,1989,"Male",28.483727920003,NA,"Iran","Asia"
368,1989,"Male",43.9492280400337,NA,"Iraq","Asia"
372,1989,"Male",NA,NA,"Ireland","Europe"
376,1989,"Male",3.50570084792916,NA,"Israel","Asia"
380,1989,"Male",1.745497159521,NA,"Italy","Europe"
388,1989,"Male",22.7410429545254,NA,"Jamaica","Americas"
392,1989,"Male",NA,NA,"Japan","Asia"
400,1989,"Male",10.9097419613397,NA,"Jordan","Asia"
398,1989,"Male",NA,0.928047180175795,"Kazakhstan","Asia"
404,1989,"Male",20.0069898670455,NA,"Kenya","Africa"
296,1989,"Male",NA,NA,"Kiribati","Oceania"
414,1989,"Male",20.3520425296456,NA,"Kuwait","Asia"
417,1989,"Male",NA,NA,"Kyrgyzstan","Asia"
418,1989,"Male",NA,NA,"Laos","Asia"
428,1989,"Male",0.200054944634762,0.245666503906193,"Latvia","Europe"
422,1989,"Male",12.1981074934163,NA,"Lebanon","Asia"
426,1989,"Male",35.4267560737415,NA,"Lesotho","Africa"
430,1989,"Male",46.0371477534291,NA,"Liberia","Africa"
434,1989,"Male",18.1422225862023,NA,"Libya","Africa"
440,1989,"Male",0.499283851800353,0.793190002441406,"Lithuania","Europe"
442,1989,"Male",NA,NA,"Luxembourg","Europe"
446,1989,"Male",NA,NA,"Macau SAR China","Asia"
450,1989,"Male",34.3930982536523,NA,"Madagascar","Africa"
454,1989,"Male",31.7293961704444,NA,"Malawi","Africa"
458,1989,"Male",13.5705671132644,NA,"Malaysia","Asia"
462,1989,"Male",6.31080512501989,NA,"Maldives","Asia"
466,1989,"Male",68.5248630050471,NA,"Mali","Africa"
470,1989,"Male",12.4953855412669,NA,"Malta","Europe"
474,1989,"Male",5.35590614734196,NA,"Martinique","Americas"
478,1989,"Male",53.5372303092655,NA,"Mauritania","Africa"
480,1989,"Male",15.5375288901682,NA,"Mauritius","Africa"
175,1989,"Male",NA,NA,"Mayotte","Africa"
484,1989,"Male",9.84913858053598,NA,"Mexico","Americas"
583,1989,"Male",NA,NA,"Micronesia (Federated States of)","Oceania"
496,1989,"Male",NA,NA,"Mongolia","Asia"
499,1989,"Male",NA,NA,"Montenegro","Europe"
504,1989,"Male",48.2890378774998,NA,"Morocco","Africa"
508,1989,"Male",51.6708860131322,NA,"Mozambique","Africa"
104,1989,"Male",12.8025730437025,NA,"Myanmar (Burma)","Asia"
516,1989,"Male",23.2128676436388,NA,"Namibia","Africa"
524,1989,"Male",53.504051413122,NA,"Nepal","Asia"
528,1989,"Male",NA,NA,"Netherlands","Europe"
540,1989,"Male",NA,5.955810546875,"New Caledonia","Oceania"
554,1989,"Male",NA,NA,"New Zealand","Oceania"
558,1989,"Male",36.2642211135592,NA,"Nicaragua","Americas"
562,1989,"Male",82.4697361430498,NA,"Niger","Africa"
566,1989,"Male",41.8818362393299,NA,"Nigeria","Africa"
578,1989,"Male",NA,NA,"Norway","Europe"
275,1989,"Male",NA,NA,"Palestinian Territories","Asia"
512,1989,"Male",34.0886838277296,NA,"Oman","Asia"
586,1989,"Male",51.0021417569437,NA,"Pakistan","Asia"
591,1989,"Male",10.6389792022527,NA,"Panama","Americas"
598,1989,"Male",36.269770139085,NA,"Papua New Guinea","Oceania"
600,1989,"Male",7.89489062019191,NA,"Paraguay","Americas"
604,1989,"Male",8.29066009006774,NA,"Peru","Americas"
608,1989,"Male",7.29036905118952,NA,"Philippines","Asia"
616,1989,"Male",0.373583615519282,NA,"Poland","Europe"
620,1989,"Male",9.39449042025191,NA,"Portugal","Europe"
630,1989,"Male",8.7086023487862,NA,"Puerto Rico","Americas"
634,1989,"Male",22.5838759465965,NA,"Qatar","Asia"
410,1989,"Male",1.73229564524852,NA,"South Korea","Asia"
498,1989,"Male",1.00958500365157,1.3859481811523,"Moldova","Europe"
638,1989,"Male",20.5082556433431,NA,"Réunion","Africa"
642,1989,"Male",1.45613738363832,NA,"Romania","Europe"
643,1989,"Male",0.402674850967708,0.543762207031193,"Russia","Europe"
646,1989,"Male",38.1119054399163,NA,"Rwanda","Africa"
662,1989,"Male",NA,NA,"St. Lucia","Americas"
670,1989,"Male",NA,NA,"St. Vincent & Grenadines","Americas"
882,1989,"Male",23.2188394332472,NA,"Samoa","Oceania"
678,1989,"Male",NA,NA,"São Tomé & Príncipe","Africa"
682,1989,"Male",23.2075769008127,NA,"Saudi Arabia","Asia"
686,1989,"Male",62.6362304564936,NA,"Senegal","Africa"
688,1989,"Male",NA,NA,"Serbia","Europe"
690,1989,"Male",NA,NA,"Seychelles","Africa"
694,1989,"Male",NA,NA,"Sierra Leone","Africa"
702,1989,"Male",5.75940000430351,NA,"Singapore","Asia"
703,1989,"Male",NA,NA,"Slovakia","Europe"
705,1989,"Male",0.393986039850741,NA,"Slovenia","Europe"
90,1989,"Male",NA,NA,"Solomon Islands","Oceania"
706,1989,"Male",NA,NA,"Somalia","Africa"
710,1989,"Male",18.1621919428912,NA,"South Africa","Africa"
728,1989,"Male",NA,NA,"South Sudan","Africa"
724,1989,"Male",2.28414602353032,NA,"Spain","Europe"
144,1989,"Male",7.32035700176026,NA,"Sri Lanka","Asia"
729,1989,"Male",40.2287692374227,NA,"Sudan","Africa"
740,1989,"Male",NA,NA,"Suriname","Americas"
748,1989,"Male",27.6516069042774,NA,"Swaziland","Africa"
752,1989,"Male",NA,NA,"Sweden","Europe"
756,1989,"Male",NA,NA,"Switzerland","Europe"
760,1989,"Male",18.9601756322113,NA,"Syria","Asia"
158,1989,"Male",NA,NA,"Taiwan","Asia"
762,1989,"Male",0.923034162689389,1.2089080810547,"Tajikistan","Asia"
764,1989,"Male",4.86692459469102,NA,"Thailand","Asia"
807,1989,"Male",NA,NA,"Macedonia","Europe"
626,1989,"Male",NA,NA,"Timor-Leste","Asia"
768,1989,"Male",37.2689978015101,NA,"Togo","Africa"
776,1989,"Male",NA,NA,"Tonga","Oceania"
780,1989,"Male",2.07996375127146,NA,"Trinidad & Tobago","Americas"
788,1989,"Male",29.4880353699853,NA,"Tunisia","Africa"
792,1989,"Male",11.2721788282207,NA,"Turkey","Asia"
795,1989,"Male",NA,NA,"Turkmenistan","Asia"
800,1989,"Male",31.5574160834643,NA,"Uganda","Africa"
804,1989,"Male",0.307035826761642,NA,"Ukraine","Europe"
784,1989,"Male",29.6062060924551,NA,"United Arab Emirates","Asia"
826,1989,"Male",NA,NA,"United Kingdom","Europe"
834,1989,"Male",24.1802018843858,NA,"Tanzania","Africa"
840,1989,"Male",NA,NA,"United States","Americas"
850,1989,"Male",NA,NA,"U.S. Virgin Islands","Americas"
858,1989,"Male",4.01746595549747,NA,"Uruguay","Americas"
860,1989,"Male",11.0076021185913,NA,"Uzbekistan","Asia"
548,1989,"Male",NA,NA,"Vanuatu","Oceania"
862,1989,"Male",10.1844655020923,NA,"Venezuela","Americas"
704,1989,"Male",5.62050771950368,6.99700927734369,"Vietnam","Asia"
732,1989,"Male",NA,NA,"Western Sahara","Africa"
887,1989,"Male",46.5254763532406,NA,"Yemen","Asia"
894,1989,"Male",22.1821847280944,NA,"Zambia","Africa"
716,1989,"Male",14.1598264948592,NA,"Zimbabwe","Africa"
4,1990,"Male",59.1631351703528,NA,"Afghanistan","Asia"
8,1990,"Male",13.1874675122151,NA,"Albania","Europe"
12,1990,"Male",32.3345197475823,NA,"Algeria","Africa"
24,1990,"Male",NA,NA,"Angola","Africa"
28,1990,"Male",NA,NA,"Antigua & Barbuda","Americas"
32,1990,"Male",4.09377070746168,NA,"Argentina","Americas"
51,1990,"Male",NA,NA,"Armenia","Asia"
533,1990,"Male",NA,NA,"Aruba","Americas"
36,1990,"Male",NA,NA,"Australia","Oceania"
40,1990,"Male",NA,NA,"Austria","Europe"
31,1990,"Male",NA,NA,"Azerbaijan","Asia"
44,1990,"Male",5.89221131688983,NA,"Bahamas","Americas"
48,1990,"Male",13.0952131650788,NA,"Bahrain","Asia"
50,1990,"Male",53.7560611152511,NA,"Bangladesh","Asia"
52,1990,"Male",NA,NA,"Barbados","Americas"
112,1990,"Male",0.331574529393163,NA,"Belarus","Europe"
56,1990,"Male",NA,NA,"Belgium","Europe"
84,1990,"Male",9.98418762069662,NA,"Belize","Americas"
204,1990,"Male",59.1003726017873,NA,"Benin","Africa"
64,1990,"Male",NA,NA,"Bhutan","Asia"
68,1990,"Male",12.9247392746833,NA,"Bolivia","Americas"
70,1990,"Male",NA,NA,"Bosnia & Herzegovina","Europe"
72,1990,"Male",34.0731919152825,NA,"Botswana","Africa"
76,1990,"Male",18.3506864216789,NA,"Brazil","Americas"
96,1990,"Male",8.96424758797581,NA,"Brunei","Asia"
100,1990,"Male",1.70342059372849,NA,"Bulgaria","Europe"
854,1990,"Male",74.9689577788781,NA,"Burkina Faso","Africa"
108,1990,"Male",50.0679559285161,51.7637481689453,"Burundi","Africa"
116,1990,"Male",21.518344256531,NA,"Cambodia","Asia"
120,1990,"Male",28.0335522027798,NA,"Cameroon","Africa"
124,1990,"Male",NA,NA,"Canada","Americas"
132,1990,"Male",23.7867854208609,25.2407302856445,"Cape Verde","Africa"
140,1990,"Male",52.6639810087025,NA,"Central African Republic","Africa"
148,1990,"Male",63.0176444415119,NA,"Chad","Africa"
152,1990,"Male",5.55483595971916,NA,"Chile","Americas"
156,1990,"Male",13.5356719530989,12.9750213623047,"China","Asia"
170,1990,"Male",11.0447880028066,NA,"Colombia","Americas"
174,1990,"Male",38.5827364005806,NA,"Comoros","Africa"
178,1990,"Male",22.8649176863507,NA,"Congo - Brazzaville","Africa"
178,1990,"Male",38.5546756564038,NA,"Congo - Brazzaville","Africa"
188,1990,"Male",6.01104878021707,NA,"Costa Rica","Americas"
384,1990,"Male",56.4478817037529,NA,"Côte d’Ivoire","Africa"
191,1990,"Male",0.99885309609184,NA,"Croatia","Europe"
192,1990,"Male",4.70992004119235,NA,"Cuba","Americas"
531,1990,"Male",NA,NA,"Curaçao","Americas"
196,1990,"Male",2.28983532527572,NA,"Cyprus","Asia"
203,1990,"Male",NA,NA,"Czechia","Europe"
408,1990,"Male",NA,NA,"North Korea","Asia"
180,1990,"Male",NA,NA,"Congo - Kinshasa","Africa"
208,1990,"Male",NA,NA,"Denmark","Europe"
262,1990,"Male",33.2017766354599,NA,"Djibouti","Africa"
214,1990,"Male",20.2398615368785,NA,"Dominican Republic","Americas"
218,1990,"Male",10.1385598150241,9.5032272338867,"Ecuador","Americas"
818,1990,"Male",39.6937343541807,NA,"Egypt","Africa"
222,1990,"Male",23.7570169373118,NA,"El Salvador","Americas"
226,1990,"Male",14.1847299861613,NA,"Equatorial Guinea","Africa"
232,1990,"Male",41.5170304546732,NA,"Eritrea","Africa"
233,1990,"Male",NA,NA,"Estonia","Europe"
231,1990,"Male",64.1648998924392,NA,"Ethiopia","Africa"
242,1990,"Male",8.36801071477334,NA,"Fiji","Oceania"
246,1990,"Male",NA,NA,"Finland","Europe"
250,1990,"Male",NA,NA,"France","Europe"
254,1990,"Male",NA,NA,"French Guiana","Americas"
258,1990,"Male",NA,NA,"French Polynesia","Oceania"
266,1990,"Male",NA,NA,"Gabon","Africa"
270,1990,"Male",68.1702320007657,NA,"Gambia","Africa"
268,1990,"Male",NA,NA,"Georgia","Asia"
276,1990,"Male",NA,NA,"Germany","Europe"
288,1990,"Male",29.8555686123344,NA,"Ghana","Africa"
300,1990,"Male",2.29991019735215,NA,"Greece","Europe"
308,1990,"Male",NA,NA,"Grenada","Americas"
312,1990,"Male",NA,NA,"Guadeloupe","Americas"
316,1990,"Male",NA,0.582893371582003,"Guam","Oceania"
320,1990,"Male",30.9811082267393,NA,"Guatemala","Americas"
324,1990,"Male",NA,NA,"Guinea","Africa"
624,1990,"Male",53.9027459596062,NA,"Guinea-Bissau","Africa"
328,1990,"Male",1.99830766121914,NA,"Guyana","Americas"
332,1990,"Male",57.2909554692624,NA,"Haiti","Americas"
340,1990,"Male",30.757272092325,NA,"Honduras","Americas"
344,1990,"Male",4.65936597651885,NA,"Hong Kong SAR China","Asia"
348,1990,"Male",0.728063025277629,NA,"Hungary","Europe"
352,1990,"Male",NA,NA,"Iceland","Europe"
356,1990,"Male",38.1346853205155,NA,"India","Asia"
360,1990,"Male",13.1571585555801,11.9754791259766,"Indonesia","Asia"
364,1990,"Male",27.1495887200387,NA,"Iran","Asia"
368,1990,"Male",43.0212319884148,NA,"Iraq","Asia"
372,1990,"Male",NA,NA,"Ireland","Europe"
376,1990,"Male",3.33253608621579,NA,"Israel","Asia"
380,1990,"Male",1.65551964946446,NA,"Italy","Europe"
388,1990,"Male",22.2516042740023,NA,"Jamaica","Americas"
392,1990,"Male",NA,NA,"Japan","Asia"
400,1990,"Male",10.0614031508388,NA,"Jordan","Asia"
398,1990,"Male",NA,NA,"Kazakhstan","Asia"
404,1990,"Male",18.976487660388,NA,"Kenya","Africa"
296,1990,"Male",NA,NA,"Kiribati","Oceania"
414,1990,"Male",19.7524055091863,NA,"Kuwait","Asia"
417,1990,"Male",NA,NA,"Kyrgyzstan","Asia"
418,1990,"Male",NA,NA,"Laos","Asia"
428,1990,"Male",0.200000000000003,NA,"Latvia","Europe"
422,1990,"Male",11.6555133800431,NA,"Lebanon","Asia"
426,1990,"Male",34.7089109946494,NA,"Lesotho","Africa"
430,1990,"Male",44.6543311173449,NA,"Liberia","Africa"
434,1990,"Male",17.0780233735733,NA,"Libya","Africa"
440,1990,"Male",0.48107894475686,NA,"Lithuania","Europe"
442,1990,"Male",NA,NA,"Luxembourg","Europe"
446,1990,"Male",NA,NA,"Macau SAR China","Asia"
450,1990,"Male",33.5533030238209,NA,"Madagascar","Africa"
454,1990,"Male",31.1999409157516,NA,"Malawi","Africa"
458,1990,"Male",12.9817866941059,NA,"Malaysia","Asia"
462,1990,"Male",6.05550387959311,4.1028671264648,"Maldives","Asia"
466,1990,"Male",67.1001067360834,NA,"Mali","Africa"
470,1990,"Male",11.997079023059,NA,"Malta","Europe"
474,1990,"Male",5.13544828252966,NA,"Martinique","Americas"
478,1990,"Male",52.9587095396625,NA,"Mauritania","Africa"
480,1990,"Male",15.1582673637628,14.854248046875,"Mauritius","Africa"
175,1990,"Male",NA,NA,"Mayotte","Africa"
484,1990,"Male",9.45867906960534,9.65260314941411,"Mexico","Americas"
583,1990,"Male",NA,NA,"Micronesia (Federated States of)","Oceania"
496,1990,"Male",NA,NA,"Mongolia","Asia"
499,1990,"Male",NA,NA,"Montenegro","Europe"
504,1990,"Male",47.2301902211801,NA,"Morocco","Africa"
508,1990,"Male",50.6035795417288,NA,"Mozambique","Africa"
104,1990,"Male",12.6151787121597,NA,"Myanmar (Burma)","Asia"
516,1990,"Male",22.5501893019599,NA,"Namibia","Africa"
524,1990,"Male",52.5069467198364,NA,"Nepal","Asia"
528,1990,"Male",NA,NA,"Netherlands","Europe"
540,1990,"Male",NA,NA,"New Caledonia","Oceania"
554,1990,"Male",NA,NA,"New Zealand","Oceania"
558,1990,"Male",35.9733173603845,NA,"Nicaragua","Americas"
562,1990,"Male",81.9913507806754,NA,"Niger","Africa"
566,1990,"Male",40.4698660403499,NA,"Nigeria","Africa"
578,1990,"Male",NA,NA,"Norway","Europe"
275,1990,"Male",NA,NA,"Palestinian Territories","Asia"
512,1990,"Male",32.570416716322,NA,"Oman","Asia"
586,1990,"Male",50.0418538056186,NA,"Pakistan","Asia"
591,1990,"Male",10.2924236653068,10.6630401611328,"Panama","Americas"
598,1990,"Male",35.5899877142047,NA,"Papua New Guinea","Oceania"
600,1990,"Male",7.64171667971232,NA,"Paraguay","Americas"
604,1990,"Male",7.9494797791884,NA,"Peru","Americas"
608,1990,"Male",7.01290013398603,6.0283126831055,"Philippines","Asia"
616,1990,"Male",0.350142421414324,NA,"Poland","Europe"
620,1990,"Male",8.92709473096475,NA,"Portugal","Europe"
630,1990,"Male",8.49291418143955,10.4973068237305,"Puerto Rico","Americas"
634,1990,"Male",22.6196909872724,NA,"Qatar","Asia"
410,1990,"Male",1.60579381084938,NA,"South Korea","Asia"
498,1990,"Male",0.92561687799951,NA,"Moldova","Europe"
638,1990,"Male",19.8619844601569,NA,"Réunion","Africa"
642,1990,"Male",1.39636713837817,NA,"Romania","Europe"
643,1990,"Male",0.387910493868339,NA,"Russia","Europe"
646,1990,"Male",37.0244060732222,NA,"Rwanda","Africa"
662,1990,"Male",NA,NA,"St. Lucia","Americas"
670,1990,"Male",NA,NA,"St. Vincent & Grenadines","Americas"
882,1990,"Male",23.0616899626538,NA,"Samoa","Oceania"
678,1990,"Male",NA,NA,"São Tomé & Príncipe","Africa"
682,1990,"Male",22.3551165260553,NA,"Saudi Arabia","Asia"
686,1990,"Male",61.7814249119986,NA,"Senegal","Africa"
688,1990,"Male",NA,NA,"Serbia","Europe"
690,1990,"Male",NA,NA,"Seychelles","Africa"
694,1990,"Male",NA,NA,"Sierra Leone","Africa"
702,1990,"Male",5.45592609852582,4.90683746337891,"Singapore","Asia"
703,1990,"Male",NA,NA,"Slovakia","Europe"
705,1990,"Male",0.386276527371446,NA,"Slovenia","Europe"
90,1990,"Male",NA,NA,"Solomon Islands","Oceania"
706,1990,"Male",NA,NA,"Somalia","Africa"
710,1990,"Male",17.7325227281439,NA,"South Africa","Africa"
728,1990,"Male",NA,NA,"South Sudan","Africa"
724,1990,"Male",2.18189870159907,NA,"Spain","Europe"
144,1990,"Male",7.14038265126109,NA,"Sri Lanka","Asia"
729,1990,"Male",39.236567291866,NA,"Sudan","Africa"
740,1990,"Male",NA,NA,"Suriname","Americas"
748,1990,"Male",26.3370570966497,NA,"Swaziland","Africa"
752,1990,"Male",NA,NA,"Sweden","Europe"
756,1990,"Male",NA,NA,"Switzerland","Europe"
760,1990,"Male",18.1372468577346,NA,"Syria","Asia"
158,1990,"Male",NA,NA,"Taiwan","Asia"
762,1990,"Male",0.838882372849901,NA,"Tajikistan","Asia"
764,1990,"Male",4.62210312447979,NA,"Thailand","Asia"
807,1990,"Male",NA,NA,"Macedonia","Europe"
626,1990,"Male",NA,NA,"Timor-Leste","Asia"
768,1990,"Male",36.1327652695818,NA,"Togo","Africa"
776,1990,"Male",NA,NA,"Tonga","Oceania"
780,1990,"Male",1.96865859041757,1.9901962280273,"Trinidad & Tobago","Americas"
788,1990,"Male",28.4346379406829,NA,"Tunisia","Africa"
792,1990,"Male",10.6987005980765,10.1529693603516,"Turkey","Asia"
795,1990,"Male",NA,NA,"Turkmenistan","Asia"
800,1990,"Male",30.673492892765,NA,"Uganda","Africa"
804,1990,"Male",0.301518980815871,NA,"Ukraine","Europe"
784,1990,"Male",29.3264693889928,NA,"United Arab Emirates","Asia"
826,1990,"Male",NA,NA,"United Kingdom","Europe"
834,1990,"Male",23.2352085725097,NA,"Tanzania","Africa"
840,1990,"Male",NA,NA,"United States","Americas"
850,1990,"Male",NA,NA,"U.S. Virgin Islands","Americas"
858,1990,"Male",3.84474533260312,NA,"Uruguay","Americas"
860,1990,"Male",10.4950241088441,NA,"Uzbekistan","Asia"
548,1990,"Male",NA,NA,"Vanuatu","Oceania"
862,1990,"Male",9.82096593552727,9.3274765014648,"Venezuela","Americas"
704,1990,"Male",5.5173714849096,NA,"Vietnam","Asia"
732,1990,"Male",NA,NA,"Western Sahara","Africa"
887,1990,"Male",44.8286834258633,NA,"Yemen","Asia"
894,1990,"Male",21.4763430198821,26.9626617431641,"Zambia","Africa"
716,1990,"Male",13.3735130966792,NA,"Zimbabwe","Africa"
4,1991,"Male",57.9438252808901,NA,"Afghanistan","Asia"
8,1991,"Male",12.6041638949461,NA,"Albania","Europe"
12,1991,"Male",31.1469679552187,NA,"Algeria","Africa"
24,1991,"Male",NA,NA,"Angola","Africa"
28,1991,"Male",NA,NA,"Antigua & Barbuda","Americas"
32,1991,"Male",3.98913790041093,3.7787322998047,"Argentina","Americas"
51,1991,"Male",NA,NA,"Armenia","Asia"
533,1991,"Male",NA,NA,"Aruba","Americas"
36,1991,"Male",NA,NA,"Australia","Oceania"
40,1991,"Male",NA,NA,"Austria","Europe"
31,1991,"Male",NA,NA,"Azerbaijan","Asia"
44,1991,"Male",5.79367989699462,NA,"Bahamas","Americas"
48,1991,"Male",12.6189175723233,11.4626312255859,"Bahrain","Asia"
50,1991,"Male",53.1629565289419,55.685718536377,"Bangladesh","Asia"
52,1991,"Male",NA,NA,"Barbados","Americas"
112,1991,"Male",0.324242817351337,NA,"Belarus","Europe"
56,1991,"Male",NA,NA,"Belgium","Europe"
84,1991,"Male",9.54328508330721,29.7312316894531,"Belize","Americas"
204,1991,"Male",57.5697352954868,NA,"Benin","Africa"
64,1991,"Male",NA,NA,"Bhutan","Asia"
68,1991,"Male",12.3347992140762,NA,"Bolivia","Americas"
70,1991,"Male",NA,3.694580078125,"Bosnia & Herzegovina","Europe"
72,1991,"Male",33.2131977830676,34.6130599975586,"Botswana","Africa"
76,1991,"Male",17.9847909751054,NA,"Brazil","Americas"
96,1991,"Male",8.65202354456818,7.5478134155273,"Brunei","Asia"
100,1991,"Male",1.62912403886311,NA,"Bulgaria","Europe"
854,1991,"Male",74.141709133568,80.3738708496094,"Burkina Faso","Africa"
108,1991,"Male",49.425474747887,NA,"Burundi","Africa"
116,1991,"Male",21.4204933521865,NA,"Cambodia","Asia"
120,1991,"Male",26.94804807354,NA,"Cameroon","Africa"
124,1991,"Male",NA,NA,"Canada","Americas"
132,1991,"Male",22.5083416249325,NA,"Cape Verde","Africa"
140,1991,"Male",51.3704076629387,NA,"Central African Republic","Africa"
148,1991,"Male",61.6893992399277,NA,"Chad","Africa"
152,1991,"Male",5.39751722765267,NA,"Chile","Americas"
156,1991,"Male",12.961573471027,NA,"China","Asia"
170,1991,"Male",10.7509559235254,NA,"Colombia","Americas"
174,1991,"Male",38.0438883748034,NA,"Comoros","Africa"
178,1991,"Male",21.887272686059,NA,"Congo - Brazzaville","Africa"
178,1991,"Male",37.294696868809,NA,"Congo - Brazzaville","Africa"
188,1991,"Male",5.85254920329464,NA,"Costa Rica","Americas"
384,1991,"Male",55.3314632544747,NA,"Côte d’Ivoire","Africa"
191,1991,"Male",0.959069555737121,1.24294281005859,"Croatia","Europe"
192,1991,"Male",4.55369508305321,NA,"Cuba","Americas"
531,1991,"Male",NA,NA,"Curaçao","Americas"
196,1991,"Male",2.15617712538422,NA,"Cyprus","Asia"
